"hour","district","rev5","rev1","rev2","rev3","rev4"
"12am","115",985.94,858.03,2262.97,1791.79,1019.96
"12am","116",8913.37,7125.11,11938.21,12838.15,5331.41
"12am","117",12208.6,13214.9,15150.72,11199.25,3981.14
"12am","118",14197.77,16770.44,15535.65,10514.37,3717.42
"12am","119",26146.08,15094.75,34356.02,37298.35,22537.74
"12am","120",3196.97,1807.09,3551.38,5201.78,4543.68
"12am","121",3095.21,2406.13,3989.19,4964.85,4733.4
"12am","122",4128.12,1552.94,3405.88,6119.03,5576.88
"12am","123",800.56,454.68,536.34,357.18,613.47
"12am","124",5903.2,3891.24,3149.57,3457.32,1938.62
"12am","125",876.86,201.52,552.58,708.3,1110.17
"12am","126",480.4,609.34,563.65,712.78,116.06
"12am","127",7173.18,9675.19,9835.76,11566.35,6670.89
"12am","128",12055.07,10881.97,16732.13,12871.08,4682.39
"12am","129",6474.5,6000.84,7322.6,9370.18,4715.54
"12am","130",6844.37,3105.22,8115.84,10793.62,7001.82
"12am","131",8079.91,2722.06,8397.14,12973.61,6824.39
"12am","132",5287.64,2777.9,6036.94,6968.63,3338.56
"12am","133",437.48,320.63,756.86,375.36,310.23
"12am","134",1414.36,498.12,1377.56,1752.09,1045.56
"12am","135",544.66,605.18,623.85,968.53,408.59
"12am","136",6675.3,4764.42,7362.25,7780.39,2962.7
"12am","137",3517.86,1097.28,2755.41,3896.86,2924.64
"12am","138",2341.17,453.99,1639.27,2689.59,2181.9
"12am","139",934.8,243.29,955.37,1344.4,751.4
"12am","140",2530.16,1093.51,2380.29,4063.56,1884.31
"12am","141",206.82,70.16,485.71,395.57,280.79
"12am","301",5006.7,5462.18,6320.91,7957.63,4226.35
"12am","302",9087.63,6874.59,11920.55,19214.67,10356
"12am","303",3353.52,2860.01,4622.03,3990.63,1292.3
"12am","304",3383.16,1643.87,2955.91,5209.79,4041.72
"12am","305",475.92,647.19,895.59,631.9,175.21
"12am","306",3016.89,1529.16,3837.86,4004.33,2202.92
"12am","307",10329.35,6298.23,15532.44,16064.74,6274.98
"12am","308",11592.05,5594.44,13631.64,15074.49,8919.1
"12am","309",6433.58,2412.72,9014.57,13392.76,8240.83
"12am","310",3995.38,1704.97,5139.53,6769.32,4750.69
"12am","401",2371.49,1579.13,3943.33,3454.19,1224.55
"12am","402",4785.04,2002.76,6741.39,5724.64,3190.77
"12am","403",17580.19,10333.52,19722.21,19783.14,10177.74
"12am","404",6798.86,3923.76,9170.85,9494.21,4016.43
"12am","405",5030.14,2889.82,6241.3,6394.38,2874.23
"12am","406",14387.5,10731.9,20961.12,23955.44,10573.6
"12am","407",4020.48,2504.76,5023.07,6041.85,2936.99
"12am","408",3212.83,1439.7,4232.5,3701.81,1753.01
"12am","501",1288.07,945.34,1945.1,1267.11,443.79
"12am","502",1151.76,986.26,1837.69,1407.39,432.48
"12am","511",10012.18,10810.35,19710.75,18216.99,5826.9
"12am","521",3401.95,1173.68,3603.52,4860.42,2499.26
"12am","522",1120.28,636.04,1555.61,1953.84,823.7
"12am","523",3204.46,2308.2,5958.05,6014.96,2170.3
"12am","524",3454.5,2015.01,3899.93,4013.22,2398.44
"12am","525",575.04,573.34,874.33,651.21,487.87
"12am","531",3156.53,1613.67,5130.76,5560.1,2670.44
"12am","532",4188.03,2043.98,4723.01,6046.76,3471.78
"12am","533",6118.67,6345.26,8939.26,8011.43,2959.8
"12am","541",786.88,507.82,652.52,809.42,304.21
"12am","542",2426.86,1576.62,3597.55,4864.91,2131.86
"12am","543",2185.17,653.29,2443.5,3196.56,2053.7
"12am","544",4561.19,2687.15,7699.76,7935.17,2679.53
"12am","545",1431.19,901.12,2049.17,1908.03,743.19
"12am","546",7076.37,4667.19,9803.65,8466.36,3456.26
"12am","547",1629.98,1478.42,1195.39,1128.96,352.11
"12am","551",1837.8,1410.67,2925.87,2387.02,847.65
"12am","561",1483.88,1701.38,2013.14,1882.01,711.36
"12am","562",6214.39,6542.04,10708.55,9843.06,2985.7
"12am","563",368.5,514.01,510.31,477.42,196.14
"12am","564",643.09,306.11,839.66,1061.33,406.25
"12am","571",1491.03,1487.2,3263.53,2715.91,1010.15
"12am","572",3154.65,2081.91,5569.18,4757.29,1924.36
"12am","573",5040.9,2806.96,6773.21,7135.67,3412.54
"12am","574",1836.07,898.36,2409.57,3026.45,2002.45
"12am","575",1138.31,642.4,1457.04,1313.43,918.49
"12am","576",1212.22,1239.96,2326.83,2154.68,443.99
"12am","601",1719.89,1577.75,3456.64,2371.04,654.69
"12am","602",7986.02,9825.46,12901.87,11786.37,4115.38
"12am","611",9219.59,5739.41,16044.03,15825.2,6150.08
"12am","612",3425.97,2360.82,6211.12,5704.03,2224.74
"12am","621",2843.36,1538.88,5151.98,5798.82,2775.54
"12am","622",6419.99,3677.73,11509.8,10922.44,4395.51
"12am","623",4371.18,2432.25,8207.64,5700.52,2603.21
"12am","624",2105.2,1383.26,3765.55,2160.15,529.96
"12am","631",5262.88,4397.43,9294.41,9292.46,2703.87
"12am","632",1338.26,1014.48,2817.58,2389.33,1101.82
"12am","633",3145.34,2227.9,5074.26,4930.58,1660.92
"12am","641",3516.75,1893.74,5281.08,5673.86,3126.43
"12am","642",5224.73,3513.48,7354.06,8224.11,4143.74
"12am","643",4627.57,2327.53,6789.41,8307.01,4542.03
"12am","644",3671.89,1647.78,5478.25,6399.51,3587.47
"12am","645",1567.57,1080.08,2729.13,1965.64,633.81
"12am","651",4208.39,3292.33,8116.33,9301.17,4327.44
"12am","661",11970.13,11830.41,18690.7,18180.77,6297.95
"12am","662",662.33,639.46,1772.34,1601.49,367.34
"12am","663",2912.77,2601.24,4511.42,4358.15,1690.5
"12am","671",3537.05,5427.45,7647.18,4487.23,1173.42
"12am","672",1264.24,1545.42,2308.05,1783.86,555.78
"12am","673",1496.9,1670.55,2196.6,1475.8,409.22
"12am","681",3933.64,3993.91,6063.83,4744.13,2076.39
"12am","691",5838.19,3988.41,6434.26,6660.32,3171.87
"1pm","101",39964.48,19022.55,43787.88,74983.51,64829.4
"1pm","102",25924.58,21907.28,29746.71,44353.75,32408.81
"1pm","103",7396.33,9849.53,12464.36,12562.2,6504.54
"1pm","104",8253.36,8062.88,9309.35,11861.34,6482.65
"1pm","105",22725.62,23610.3,29455.51,34255.84,22547.56
"1pm","106",10730.28,13394.98,15298.18,22149.7,12031.47
"1pm","107",15612.91,22240.34,20345.92,20080.57,9784.02
"1pm","108",21510.34,21308.95,25668.24,29870.86,15456.68
"1pm","109",8427.86,11156.09,9497.72,8503.74,3850.53
"1pm","110",11556.49,14500.96,16245.67,20051.34,9109.55
"1pm","111",8693.57,13907.8,15935.6,16242.93,8983.27
"1pm","112",10757.01,13164.55,15453.86,16972.92,6562.03
"1pm","113",5719.11,6680.74,9038.85,8370.36,3516.1
"1pm","114",6362.55,5717.99,8471.55,6976,3621.74
"1pm","115",977.94,923.82,2253.72,1773.57,892.33
"1pm","116",9002.11,7125.22,12134.65,12901.26,5408.81
"1pm","117",12432.44,13409.12,14768.25,11275.58,4009.9
"1pm","118",14191.47,16830.83,15466.98,10554.3,3568.34
"1pm","119",25927.46,15167.87,34782.59,37364.87,22680.08
"1pm","120",3298.64,1934.64,3567.96,4868.67,4316.17
"1pm","121",3073,2387.76,3859.09,5093.8,4828.41
"1pm","122",4035.69,1749.96,3305.73,5739.94,5363.5
"1pm","123",817.58,442.1,547.03,319.32,667.5
"1pm","124",5713.87,3999.02,3286.63,3221.4,1878.77
"1pm","125",838.56,280.74,602.01,730.21,1151.57
"1pm","126",567.53,726.34,591.61,611.56,128.87
"1pm","127",7376.14,9815.93,9804.16,11572.09,6898.99
"1pm","128",12274.96,10731.15,16935.07,12901.25,4859.1
"1pm","129",6466.16,5940.24,7177.92,9376.93,4631.03
"1pm","130",6569.78,3147.23,7958.06,10853.93,6977.08
"1pm","131",8149.78,2708.3,8251.66,12654.41,6789.45
"1pm","132",5289.65,2897.8,6394.02,6904.58,3313.37
"1pm","133",433.68,339.86,682.88,363.52,262.57
"1pm","134",1464.87,530.58,1386.52,1947.77,1032.45
"1pm","135",509,649.08,531.99,986.26,436.79
"1pm","136",6574.18,4735.56,7523.26,7779.86,3288.96
"1pm","137",3472.68,1089.39,2900.77,3954.46,2732
"1pm","138",2413.17,430.39,1651.7,2730.95,2149.65
"1pm","139",871.92,243.29,940.56,1346.97,763.87
"1pm","140",2462.07,1033.64,2466.58,3943.82,1769.38
"1pm","141",205.08,52.42,489.34,385.96,289.54
"1pm","301",4991.49,5296.1,6466.62,7884.9,4230.18
"1pm","302",8988.22,6937.42,11714.24,19422.43,10212.82
"1pm","303",3236.43,2867.65,4623.03,3710.44,1318.9
"1pm","304",3333.21,1707.79,2861.21,5259.09,4142.91
"1pm","305",486.41,658.88,839.14,712.52,207.97
"1pm","306",2801.87,1543.45,3791.8,4034.58,2242.84
"1pm","307",10387.18,6558.02,15845.11,16080.18,6207.26
"1pm","308",11430.31,5719.47,13337.4,14950.48,9104.67
"1pm","309",6260.49,2426.47,9290.03,13096.85,8557.39
"1pm","310",4150.01,1460.96,5033.22,6548.81,4839.59
"1pm","401",2386.24,1545.14,3843.08,3504.54,1206.76
"1pm","402",4528.69,2051.49,6910.08,5772.49,3281.13
"1pm","403",17625.41,10307.19,19440.17,19899.39,9768.8
"1pm","404",7153.35,4071.9,9160.15,9265.36,4153.65
"1pm","405",5178.26,2657.64,6211.08,6118.59,2888.41
"1pm","406",14269.1,10346.34,20624.78,24063.63,10866.7
"1pm","407",4033.42,2539.84,5065.12,6273.8,2987.7
"1pm","408",3250.06,1361.08,4238.29,3664.4,1564.47
"1pm","501",1241.76,925.34,1973.47,1242.53,431.85
"1pm","502",1124.28,995.36,1822.09,1465.46,436.07
"1pm","511",10273.3,11002.07,19936.69,18325.87,5720.1
"1pm","521",3425.04,1187.99,3643.09,4916.3,2575.88
"1pm","522",1140.87,658.11,1568.28,2069.24,821.05
"1pm","523",3170.93,2419.21,5912.6,5971.52,2109.99
"1pm","524",3516.12,1904.05,4064.78,4155.97,2335.2
"1pm","525",575.04,597.49,903.37,733.29,422.99
"1pm","531",3186.38,1625.5,5211.25,5806.7,2621.96
"1pm","532",4245.6,2053.97,4942.64,6052.02,3402.23
"1pm","533",6142.68,6423.54,9183.25,7702.55,2932.6
"1pm","541",794.41,459.77,712.09,741.33,276.25
"1pm","542",2499.67,1649.78,3718.61,5095.62,2131.82
"1pm","543",2208.1,633.86,2351.69,3169.09,2001.36
"1pm","544",4645.5,2877.82,7446.8,7917.87,2675.54
"1pm","545",1388.16,980.59,2043.68,1900.55,751.57
"1pm","546",7041.92,4553.68,9871.28,8409.45,3275.17
"1pm","547",1408.87,1486.77,1357.01,1145.44,348.89
"1pm","551",1803.5,1399.25,3024.15,2307.29,803.13
"1pm","561",1513.21,1664.58,2128.72,1875.49,716.05
"1pm","562",6252.01,6388.4,10722.88,9723.95,3040.82
"1pm","563",368.5,514.01,498.36,454.06,196.14
"1pm","564",604.61,306.11,932.13,984.12,406.25
"1pm","571",1557.36,1461.87,3261.99,2617.9,1035.28
"1pm","572",3096.12,2175.09,5480.71,4759.09,1889.21
"1pm","573",5077.93,2846.9,6573.21,7279.6,3541.21
"1pm","574",1876.72,909.69,2573.13,3162.73,1959.05
"1pm","575",1183.03,770.12,1393.4,1410.16,993.36
"1pm","576",1120.09,1235.02,2338.39,2363.67,492.52
"1pm","601",1672,1626.02,3438.73,2300.14,611.45
"1pm","602",8014.75,9879.11,12947.64,11922.24,4035.82
"1pm","611",9491.2,5548.23,15825.98,15486.89,6252.74
"1pm","612",3490.1,2283.38,6223.02,5833,2071.78
"1pm","621",2888.89,1691.89,5260.54,5785.31,2885.4
"1pm","622",6587.11,3848.24,11450.73,11280.16,4673.51
"1pm","623",4482.98,2419.41,8113.59,5712.51,2692.64
"1pm","624",2078.17,1347.95,3833.1,2112.3,610.03
"1pm","631",5354,4522.21,9259.64,9075.88,2853.62
"1pm","632",1343.2,982.7,2926.52,2346.89,1069.7
"1pm","633",3059.9,2229.71,5251.39,4825.39,1525.91
"1pm","641",3269.55,1918.31,5275.08,5774.67,3045.07
"1pm","642",5160.9,3456.64,7237.46,7987.92,4041.93
"1pm","643",4672.6,2386.33,6449.04,8684.26,4482.47
"1pm","644",3727.16,1821.06,5533.52,6551.55,3646.42
"1pm","645",1576.78,1084.22,2612.65,1961.46,647.98
"1pm","651",4211.2,3392.22,8113.32,9408.47,4464.24
"1pm","661",11886.61,12073.59,19079.31,18427.57,6330.54
"1pm","662",678.87,688.29,1798.55,1635.03,335.69
"1pm","663",2979.96,2613.84,4431.28,4229.09,1687.64
"1pm","671",3597.9,5252.32,7879.25,4436.27,1141.85
"1pm","672",1232.51,1441.55,2243.47,1752.82,556.31
"1pm","673",1442.06,1694.25,2231.72,1459.1,430.48
"1pm","681",3894.01,4122.87,6071.39,4755.38,2024.09
"1pm","691",5969.94,3976.84,6363.23,6649.01,3121.57
"2pm","101",39913.94,19762.26,43918.33,75628.27,64628.53
"2pm","102",25816.29,21902.03,30619.43,44611.3,32331.3
"2pm","103",7135.99,9831.34,12037.7,12436.54,6297.73
"2pm","104",8234.61,8081.56,9177.26,11695.52,6452.43
"2pm","105",23081.86,23586.5,29016.7,34313.85,22671.5
"2pm","106",10595.71,13531.12,15257.62,22129.67,11978.25
"2pm","107",15782.05,21763.66,20639.96,20213.74,9873.76
"2pm","108",22067.89,21178.12,25341.94,29815.45,15171.93
"2pm","109",8105.38,11302.29,9419.54,8582.12,3857.29
"2pm","110",11579.61,15122.59,16080.41,20104.21,8946.21
"2pm","111",8523.99,13945.06,15783.49,16477.22,8769.06
"2pm","112",11077.02,12927.3,15249.4,16621.76,6593.67
"2pm","113",5784.52,6521.9,9110.39,8088.26,3668.89
"2pm","114",6464.46,5486.25,8471.41,6881.72,3716.58
"2pm","115",1005.69,997.61,2147.44,1748.6,919.42
"2pm","116",8877.62,7142.77,12280.64,12840.54,5500.72
"2pm","117",12277.72,13669.13,14405.9,11040.68,3858.27
"2pm","118",14033.38,16807.64,15679.96,10230.33,3666.7
"2pm","119",26042.05,14758.17,34554.48,37376,22515.79
"2pm","120",3261.94,1960.04,3686.85,5126.7,4339.76
"2pm","121",2969.73,2419.17,3796.09,4851.52,4980.9
"2pm","122",4077.28,1786.86,3169.18,5691.13,5243.43
"2pm","123",784.57,467.35,635.43,318.81,685.41
"2pm","124",5721.92,3909.92,3113.2,3501.55,1919.29
"2pm","125",787.7,332.8,619.54,782.04,1184.06
"2pm","126",583.8,752.41,562.16,614.62,128.87
"2pm","127",7101.41,9458.16,9914.87,11604.24,7001.59
"2pm","128",12075.5,11121.82,16975.59,13027.28,4962.35
"2pm","129",6633.07,5823.08,7439.77,9438.5,4683.26
"2pm","130",6488.23,3163.42,8018.36,11076.01,6928.84
"2pm","131",8163.68,2813.32,8582.44,12687.39,6867.81
"2pm","132",5524.04,2891.17,6295.4,7155.56,3332.1
"2pm","133",441.95,314.07,710.73,481.62,289.62
"2pm","134",1431.1,569.12,1271.85,1805.24,1055.43
"2pm","135",496.87,637.04,621.01,1017.91,426.19
"2pm","136",6677.64,4466.78,7677.41,7851.32,3417.79
"2pm","137",3442.38,1096.98,2779.98,4095.21,2778.06
"2pm","138",2413.83,430.39,1765.85,2602.04,2177.54
"2pm","139",904.81,243.29,903.07,1404.52,827.49
"2pm","140",2419.29,996.46,2453.42,3892.36,1818.54
"2pm","141",202.15,52.42,489.34,368.6,312.62
"2pm","301",5175.53,5110.06,6409.52,7759.6,4110.25
"2pm","302",9009.9,7129.34,11642.67,19573.31,10582.63
"2pm","303",3099.25,2761.27,4676.55,3641.74,1404.68
"2pm","304",3307.39,1855.02,2592.65,4999.53,4107.25
"2pm","305",486.41,671.75,904.01,616.81,141.99
"2pm","306",3016.29,1604.26,3911.93,4131.81,2198.78
"2pm","307",10287.28,6229.44,15552.42,16071.42,6131.63
"2pm","308",11657.16,5713.42,13562.46,15529.78,9271.61
"2pm","309",6562.4,2586.24,8951.66,12897.46,8575.59
"2pm","310",4229.57,1594.05,5196.12,6600.21,4975.8
"2pm","401",2456.46,1710.68,4084.41,3546.55,1133.06
"2pm","402",4349.48,2105.29,6980.39,5888.76,3437.2
"2pm","403",17950.22,10231.44,19019.81,19606.97,9653.02
"2pm","404",7067.13,4052.78,9112.15,9125.05,4290.21
"2pm","405",4954.93,2622.86,6080.01,5923.33,2768.71
"2pm","406",14129.17,10171.11,20718.12,23433.66,10587.73
"2pm","407",4046.11,2479.56,5167.58,6161.48,2957.33
"2pm","408",3304.39,1372.88,4573.32,3837.68,1604.37
"2pm","501",1217.15,926.58,1986.91,1304.3,431.85
"2pm","502",1123.98,1009.74,1923.23,1370.36,458.24
"2pm","511",10125.3,10824.53,19989.94,18370,5938.49
"2pm","521",3373.06,1081.7,3557.55,4594.89,2423.84
"2pm","522",1109.15,615.59,1639.22,2020.31,850.96
"2pm","523",3475.4,2474.29,5927.58,6061.47,2039.07
"2pm","524",3083.64,1849.93,4116.58,4348.78,2361.88
"2pm","525",578.62,558.54,916.15,790.41,406.18
"2pm","531",3084.05,1584.42,5326.79,5793.89,2431.15
"2pm","532",4164.17,2068.64,4914.67,5964.73,3412.68
"2pm","533",6046.49,6363.27,8886.82,7763.45,2934.62
"2pm","541",794.41,465.98,766.47,748.59,285.55
"2pm","542",2234.76,1556.05,3625.26,4833.24,1948.38
"2pm","543",2206.72,663.56,2362.87,3169.73,1995.23
"2pm","544",4494.37,2730,7459.86,7822.37,2791.78
"2pm","545",1409.31,964.66,1941.29,1967.39,714.64
"2pm","546",6999.91,4633.86,9971.04,8535.84,3210.07
"2pm","547",1453.65,1405.12,1368.91,1140.62,375.74
"2pm","551",1750.83,1359.42,2878.74,2284.21,785.09
"2pm","561",1458.51,1656.53,2065.8,1782.8,726.44
"2pm","562",6241.77,6598.66,10689.77,9547.35,3015.46
"2pm","563",364.56,530.67,507.41,522.05,196.14
"2pm","564",573.79,321.79,887.92,978.24,362.09
"2pm","571",1626.52,1426.8,3055.07,2638.99,1098.93
"2pm","572",3120.27,2107.24,5296.25,4759.62,1911.76
"2pm","573",5006.7,2921.23,6751.96,7159.41,3538.2
"2pm","574",1834.58,947.55,2598.59,3210.05,1985.02
"2pm","575",1321.54,696.04,1398.06,1407.3,846.47
"2pm","576",1064.15,1196.7,2400.68,2430.09,494.14
"2pm","601",1709.3,1679.31,3390.22,2354.69,584.22
"2pm","602",8018.21,9766.58,12808.64,11845,4168.45
"2pm","611",9224.67,5370.82,15971.14,15089.23,6278.59
"2pm","612",3584.23,2407.31,6089.9,5773.06,1972.73
"2pm","621",2885.18,1561.55,5396.73,5958.49,2868.36
"2pm","622",6325.33,3856.48,11477.03,11191.28,4640.01
"2pm","623",4505.58,2539.07,8088.76,5492.1,2621.87
"2pm","624",2033.67,1376.72,3662.31,2173.08,610.03
"2pm","631",5540.13,4461.4,9711.23,9285.85,2875.72
"2pm","632",1409.23,951.04,2998.12,2503.04,1136.27
"2pm","633",2822.32,2213.94,5165.97,4499.62,1565.65
"2pm","641",3673.66,2018.72,5297.21,5782.35,3098.15
"2pm","642",5140.38,3573.76,7068.41,8085.95,4111.86
"2pm","643",4641.35,2521.26,6553.04,8556.47,4451.41
"2pm","644",3652.62,1723.47,5404.86,6474.47,3603.37
"2pm","645",1554.62,1188.42,2667.94,1940.03,635.37
"2pm","651",4074.89,3277.14,8316.74,9516.17,4508.06
"2pm","661",12071.93,12197.75,18985.73,18456.65,6279.75
"2pm","662",666.49,634.36,1817.85,1643.09,360.5
"2pm","663",3018.45,2614.26,4388.04,4207.39,1627.4
"2pm","671",3691.41,5153.42,7947.36,4517.55,1079.57
"2pm","672",1220.44,1470.78,2223.37,1803.04,578.89
"2pm","673",1438.94,1647.38,2244.35,1524.13,401.12
"2pm","681",3884.43,4060.61,5855.55,4756.56,1997.53
"2pm","691",6076.71,4089.49,6360.49,6776.15,3231.47
"3pm","101",38668.19,19354.96,42187.11,74317.39,63714.84
"3pm","102",24402.7,21290.78,29775.41,44243.65,31173.48
"3pm","103",6995.9,10211.82,12447.94,12726.4,6448.48
"3pm","104",8273.53,7999.11,8882.95,11551.72,6371.13
"3pm","105",22949.49,23359.56,28981.16,33176.68,22410.57
"3pm","106",10597.9,13115.15,14738.61,21915.1,12161.45
"3pm","107",15273.05,22034.3,20660.94,20121.4,9505.88
"3pm","108",21249.38,21348.87,25108.28,29233.62,15207.37
"3pm","109",7976.72,11559.84,9089.94,8162.55,4026.99
"3pm","110",11883.09,14839.56,16600.66,20049.63,9224.99
"3pm","111",8430.55,14026.21,15406.93,16247.92,8489.78
"3pm","112",11287.57,13357.2,15242.14,16758.99,6428.85
"3pm","113",5882.26,6540.75,8952.43,8114.86,3623.36
"3pm","114",6573.2,5785.57,8928.96,7295.43,3702.92
"3pm","115",938.96,900.11,2130.34,1777.57,796.85
"3pm","116",8780.69,6829.54,11925.8,12905.78,5269.94
"3pm","117",12331.41,13395.09,14302.65,10722.19,3840.24
"3pm","118",14140.77,16877.17,15326.43,10233.25,3614.48
"3pm","119",26221.12,14612.71,33126.66,35163.57,21498.08
"3pm","120",3259.06,1897.95,3666.84,5160.88,4611.32
"3pm","121",2983.41,2458.91,3940.18,4761.87,4885.2
"3pm","122",4234.05,1736.39,3215.4,5644.5,5396.95
"3pm","123",643.01,541.88,606.26,309.24,686.65
"3pm","124",5822.28,4011.57,3142.47,3318.54,1848.63
"3pm","125",813.84,350.07,563.46,726.54,1254.09
"3pm","126",531.45,715.06,550.28,612.27,128.87
"3pm","127",7511.99,9439.11,9993.62,11517.91,6962.06
"3pm","128",11859.59,11305.86,16976.7,13282.86,4897.53
"3pm","129",6480,5736.62,7077.85,9565.47,4664.83
"3pm","130",6625.17,3286.54,7983.12,10755.39,6752.21
"3pm","131",8083.07,2749.45,7812.21,11939.81,6862.2
"3pm","132",5682.85,2740.87,6578.66,6966.43,3196.37
"3pm","133",523.87,321.93,678.92,438.55,300.88
"3pm","134",1471.83,578.29,1255.45,1899.88,1053.2
"3pm","135",529.71,634.65,654.18,1071.11,434.23
"3pm","136",6905.24,4619.8,7816.97,8062.94,3456.51
"3pm","137",3421.88,1135.61,2695.99,4089.61,3115.85
"3pm","138",2372.74,374.37,1629.27,2750.2,2470.04
"3pm","139",958.86,243.29,896.23,1379.06,805.52
"3pm","140",2340.58,999.94,2538.85,3400.62,1755.34
"3pm","141",214.85,79.41,502.96,400.96,325.82
"3pm","301",5025.6,4954.13,6545.34,8007.34,4154.19
"3pm","302",8988.08,7274.39,11506.01,19722.93,10520.33
"3pm","303",3168.32,2649.17,5126.74,3885.55,1452.52
"3pm","304",3308.98,2005.36,2633.85,4646.56,4088.3
"3pm","305",583.71,627.39,889.84,656.34,176.73
"3pm","306",3095.1,1741.7,3718.43,4351.91,2071.18
"3pm","307",10462.88,6004.19,15941.09,16515.23,6301.82
"3pm","308",11621.75,5534.99,13483.58,15193.2,9035.53
"3pm","309",6450.2,2547.23,8957.22,12590.36,8486.63
"3pm","310",4072.63,1577.04,4864.97,6547.9,5034.75
"3pm","401",2650.85,1635.76,4369.07,3775.76,1321.75
"3pm","402",4514.91,2087.79,6758.91,5775.23,3393.49
"3pm","403",17672.29,10715.37,19279.28,19389.48,9689.56
"3pm","404",7188.17,4022.8,9226.29,9576.65,4322.62
"3pm","405",5142.57,2653.75,6325.67,6503.42,2928.6
"3pm","406",14307.04,9937.54,19937.33,22963.85,10442.3
"3pm","407",3986.14,2373.02,5136.42,6154.23,3070.93
"3pm","408",3627.56,1443.32,4651.89,3865.35,1559.59
"3pm","501",1270.37,923.51,2009.88,1378.06,451.18
"3pm","502",1138.36,1028.42,1974.27,1365.92,474.4
"3pm","511",10267.58,10973.28,20973.14,18538.62,6032.07
"3pm","521",3499.23,1350.83,3649.95,4928.12,2610.87
"3pm","522",1082.82,654.46,1685.21,2295.4,846.2
"3pm","523",3415.2,2527.83,6135.21,6055.36,2150.59
"3pm","524",3237.21,1874.23,4037.46,4238.38,2089.11
"3pm","525",656.77,551.12,996.38,751.38,510.08
"3pm","531",3295.75,1677.76,5436.53,6039.66,2576.79
"3pm","532",4086.92,2189.87,5128.56,6202.88,3493.15
"3pm","533",5912.61,6481.05,8820.91,7811.31,2839.2
"3pm","541",703.29,456.85,785.4,685.08,318.24
"3pm","542",2281.55,1559.65,3704.31,4846.43,1934.48
"3pm","543",2326.09,754.11,2375.28,3300.99,2043.23
"3pm","544",4707.86,3031.74,7871.69,8219.5,2926.21
"3pm","545",1451.15,969.69,2100.85,2173.9,745.64
"3pm","546",7146.95,4884.59,9771.24,8166.4,3269.48
"3pm","547",1514.16,1570.27,1391.01,1191.51,375.74
"3pm","551",1773.16,1337.36,3002.87,2235.64,816.65
"3pm","561",1477.59,1672.41,2112.93,1854.01,723.29
"3pm","562",6114.81,6575.28,10693.3,9423.96,3169.93
"3pm","563",388.32,561.51,593.63,509.01,213.83
"3pm","564",549.74,351.88,934.31,1142.02,426.97
"3pm","571",1716.18,1342.41,3152.69,2635.74,1017.39
"3pm","572",3195.27,2155.08,5413.43,5031.89,1728.09
"3pm","573",4855.03,2953.79,6683.8,7476.6,3682.71
"3pm","574",1893.51,896.13,2603.74,3046.56,1914.92
"3pm","575",1299.02,633.84,1351.45,1402.01,817.76
"3pm","576",1109.15,1186.93,2384.49,2401.68,549.23
"3pm","601",1630.56,1701.65,3517.66,2503.88,638.35
"3pm","602",7804.63,9668.63,12608.52,11670.68,4046.02
"3pm","611",9500.46,5552.04,16175.87,15828.69,6369.9
"3pm","612",3562.82,2297.57,6209.34,5984.91,2118.98
"3pm","621",2878.44,1673.69,5215.98,5938.87,2802.04
"3pm","622",6415.87,3883.97,11376.65,11088.03,4604.07
"3pm","623",4720.25,2553.42,8185.09,5650.4,2737.19
"3pm","624",2193.1,1349.27,4158.54,2363.86,644.2
"3pm","631",5847.4,4481.62,10007.57,9662.82,3011.85
"3pm","632",1434.31,1037.58,2888.66,2470.37,1140.04
"3pm","633",2955.65,2202.06,5141.83,4470.88,1313.5
"3pm","641",3590.89,2020.54,5566.22,5469.88,3185.8
"3pm","642",5098.16,3419.17,7011.1,8087.53,4282.58
"3pm","643",4977.84,2626.52,6688.71,8668.69,4393.12
"3pm","644",3583.25,1730.76,5533.46,6667.55,3723.12
"3pm","645",1743.23,1208.8,2683.44,2018.06,537.02
"3pm","651",4221.58,3285.43,8445.1,9620.87,4671.84
"3pm","661",12123.29,11930.12,18499.12,18632.69,6160.58
"3pm","662",693.9,615.07,1827.38,1683.63,421.87
"3pm","663",3037.25,2604.71,4748.23,4169.2,1933.93
"3pm","671",3737.59,5178.12,8305.83,4870.88,1132.11
"3pm","672",1271.59,1478.74,2241.26,1903.07,591.39
"3pm","673",1463.23,1727.47,2232.45,1588,410.88
"3pm","681",3897.62,4140.5,6112.46,4728.16,1842.35
"3pm","691",5996.77,4121.63,6312.43,6900.65,3224.84
"4pm","101",35946.52,17816.49,38051.6,67513.07,58569.81
"4pm","102",22826.75,20184.05,26742.94,39732.58,30305.05
"4pm","103",6949.68,10337.43,12882.47,12730.92,6520.43
"4pm","104",8041.55,8462.5,8867.33,11432.34,6439.92
"4pm","105",21278.34,23566.31,27506.81,29914.43,20680.27
"4pm","106",10521.35,12648.72,14583.85,22235.13,11951.71
"4pm","107",15461.43,22254.4,21052.65,19538.53,9356.22
"4pm","108",20710.78,21317.51,23840.66,28955.51,15295.31
"4pm","109",8309.81,11631.21,9640.41,8052.74,3891.23
"4pm","110",11039.53,15000.72,16539.07,19818.33,8866.91
"4pm","111",7817.41,14043.18,15160.8,15521.04,7593.78
"4pm","112",11099.62,12977.1,15006.43,16113.18,6173.62
"4pm","113",6006.01,6324.31,8969.03,8461.51,3437.7
