"hour","district","rev5","rev1","rev2","rev3","rev4"
"8am","104",9621.89,9094.3,10020.98,14675.84,8931.54
"8am","105",19468.05,23596.77,24664.96,27867.12,18341.38
"8am","106",9915.88,14731.2,15463.78,23220.69,15331.83
"8am","107",16377.3,24423.49,23558.49,24121.14,11309.57
"8am","108",20656.26,21107.27,24750.53,31244.52,16307.41
"8am","109",8492.17,12721.02,10709.25,10035.72,3782.18
"8am","110",11854.96,15916.42,17182.95,22703.54,11067.77
"8am","111",8513.66,15115.65,15419.44,16036.62,8843.54
"8am","112",11792.73,13265.91,16183.56,18148.2,8165.68
"8am","113",6225.73,6769.85,10232.15,9332.32,4134.81
"8am","114",8011.45,6779.97,10551,8062.95,4727.18
"8am","115",907.31,833.67,2083.95,1454.11,830.19
"8am","116",7619.56,5944.9,11181.58,11590.75,4898.34
"8am","117",12832.32,13641.07,15790.63,10960.58,3710.16
"8am","118",15101.87,17874.11,17210.29,10712.19,3164.59
"8am","119",23028.13,14422.44,30917.81,30983.27,19087.2
"8am","120",3294.02,1663.68,2847.76,4690.02,5178.76
"8am","121",3676.04,1807.25,3974.03,5658.3,6157.46
"8am","122",4669.06,1026.13,2998.98,5368.42,6202.47
"8am","123",1218.06,426.97,790.6,593.03,1172.17
"8am","124",7333.03,4377.36,4000.24,4767.05,2580.48
"8am","125",1017.75,223.34,442.11,866.23,1442.79
"8am","126",453.89,912.25,691.61,943.4,205.1
"8am","127",7777.79,10761.19,11103.81,14245.1,8149.84
"8am","128",11832.1,11020.43,17531.36,13272.98,4983.49
"8am","129",6777.8,5913.94,7231.62,9850.15,5063.98
"8am","130",5688.36,2863.69,6643.07,8895.68,5459.83
"8am","131",7385.23,2322.39,6714.11,10064.49,6011.05
"8am","132",6892.41,3068.66,8069.26,8522.36,4040.66
"8am","133",613.68,330.3,1056.27,858.47,510.86
"8am","134",1773.41,619.55,1712.6,2597.88,1728.54
"8am","135",569.21,710.28,819.11,749.62,283.65
"8am","136",8423.36,5211.01,9423.87,10271.81,4887.34
"8am","137",3763.29,951.03,3041.14,4446.45,3016.46
"8am","138",2942.29,338.71,1873.7,3425.56,3261.56
"8am","139",1011.16,183.86,816.13,1291.67,766.84
"8am","140",2103.34,623.9,1590.44,2302.8,1360.24
"8am","141",197.31,79.17,328.32,304.11,267.76
"8am","301",4578.95,5246.12,6242.45,7224.49,4275.31
"8am","302",8831.06,6747.62,11393.8,19190.22,11212.33
"8am","303",3908.88,3391.58,5392.34,4878.91,1653.89
"8am","304",3108.79,1808.3,2450.52,4747.7,4895.52
"8am","305",621.3,572.12,1023.74,696.75,114.46
"8am","306",2916.98,1550.39,3429.6,4220.33,1997.42
"8am","307",10606.6,6462.56,15824.22,17597.12,6153.03
"8am","308",12590.67,5267.55,14054.98,15628.42,8509.11
"8am","309",7155.69,2191.82,8101.65,12048.37,9074.33
"8am","310",3757.29,1130.53,4182.85,5969.73,5107.24
"8am","401",2750,1923.24,4969.23,4759.99,1416.57
"8am","402",4408.57,1680.39,6770.8,5740.12,3567.19
"8am","403",17654.05,10646.1,18204.92,16923.49,7656.11
"8am","404",7729.03,4174.07,10045.33,10609.3,5015.16
"8am","405",7049.32,3119.29,7496.25,8326.83,4337.29
"8am","406",14981.77,10401.59,19916.14,21457.87,9358.06
"8am","407",4258.26,2629.59,5433.09,6329.98,3282.74
"8am","408",4125.92,1491.75,5315.53,4424.42,1867.53
"8am","501",1474.78,940.75,1974.45,1533.22,634.47
"8am","502",1293.94,1043.79,2079.45,1732.01,523.54
"8am","511",10289.31,11132.17,20808.95,20017.52,6440.52
"8am","521",3724.66,1266.95,4259.62,5919.79,3144.99
"8am","522",1189.52,673.17,1979.1,2675.09,1354.67
"8am","523",3502.56,2217.42,5811.03,5611.74,1967.76
"8am","524",3654.53,1934.3,4302.67,4895.2,2787.38
"8am","525",744.5,616.48,1220.3,677.69,622.79
"8am","531",3610.7,1595.21,6012.8,7291.63,3197.04
"8am","532",4485.73,2095.08,5614.05,7035.7,3689.99
"8am","533",6032.81,6416.6,8856.68,7475.97,3104.05
"8am","541",974.41,621.76,901.94,989.08,473.82
"8am","542",2590,1455.31,3315.23,4848.66,2357.14
"8am","543",2978.2,761.93,2554.05,3828.94,2928.75
"8am","544",4765.22,2987.73,8918.76,8971.33,3439.58
"8am","545",1615.6,936.58,2274.22,2326.7,845.07
"8am","546",7497.09,4373.04,10461.21,8706.55,3325.84
"8am","547",1623.74,1639.48,1570.68,1265.25,325.43
"8am","551",1860.49,1468.28,3136.55,2419.23,1011.44
"8am","561",1490.53,1815.85,2353.58,2072.36,1008.73
"8am","562",6039.83,6517.39,10249.32,9722.95,2712.35
"8am","563",407.26,550.56,573.81,496.16,205.58
"8am","564",756.5,406.34,982.25,1222.62,546.27
"8am","571",1888.92,1545.49,4039.61,3223.5,1317.08
"8am","572",4011.62,2523.38,6156.83,6244.97,2301.55
"8am","573",4567.03,2607.46,6473.79,7089.44,3410.5
"8am","574",2451.57,977.43,3293.86,3962.32,2815.29
"8am","575",1437.69,802.12,1347.65,1333.82,954.93
"8am","576",1342.42,1444.36,2663.67,2470.5,845.04
"8am","601",1863.51,1829.93,3947.21,3001.68,752.32
"8am","602",7818.35,9905.75,12157.33,11660.46,4210.68
"8am","611",10185.84,5455.32,16530.62,16816.94,7211.83
"8am","612",4040.98,2419.13,6728.06,6025.75,2076.59
"8am","621",2699.07,1501.37,5039.54,6525.87,2684.81
"8am","622",6849.63,3881.05,11967.28,11050.69,4766.73
"8am","623",4420.32,2559.28,8961.29,6128.68,3171.16
"8am","624",2057.84,1446.96,4162.37,2726.37,707.07
"8am","631",5268.99,4219.46,9615.65,9070.39,2747.8
"8am","632",1455.34,1154,3035.35,2777.69,1452.77
"8am","633",3563.44,2390.01,5807.17,5572.94,2194.84
"8am","641",3341.33,1815.48,5127.12,5042.17,3580.64
"8am","642",4893.97,3540.9,5864.57,6892.29,3501.41
"8am","643",5583.12,2636.78,7766.91,9954.94,5515.28
"8am","644",3366.35,1387.06,5171.73,6900.17,4469.41
"8am","645",1819.06,1202.25,3072.08,2197.99,810.21
"8am","651",4086.66,3450.42,9299.17,10017.37,4413.24
"8am","661",10810.29,11352.69,16704.22,16334.99,4879.86
"8am","662",831.06,743.16,2194.17,2272.94,605.26
"8am","663",3745.15,3110.6,5993.48,5568.87,2210.83
"8am","671",4080,5606.64,9102.16,4978.94,1377.77
"8am","672",1396.27,1578.83,2365.13,1777.72,593.79
"8am","673",1526.96,1716.35,2216.27,1735.15,439.77
"8am","681",4024.53,4248,6400.78,4660.04,2154.59
"8am","691",6300.25,4065.15,6378.09,7368.08,3833.36
"9am","101",32109.54,12284.36,35302,61171.21,54118.36
"9am","102",21960.05,19421.43,24583.78,38548.56,28397.25
"9am","103",7614.58,10658.92,13005.3,13370.18,6435.19
"9am","104",8763.4,8337.46,10027.17,13040.8,7229.47
"9am","105",21799.22,22907.89,27895.16,32321.36,21116.11
"9am","106",10068.87,14609.03,14613.3,22530.73,13621.55
"9am","107",15791.7,22755.06,22120.69,21447.56,10150.9
"9am","108",21324.64,20807.68,25549.21,30780,15147.7
"9am","109",8396.37,11624.91,10363.06,9140.39,3714.7
"9am","110",11991,15580.77,16769.48,21388.93,10337.32
"9am","111",8285.75,14743.27,15422.72,16029.26,8563.64
"9am","112",11023.38,13317.51,15865.1,16459.85,7032.85
"9am","113",5847.6,6464.27,9233.6,8727.57,3844.84
"9am","114",7138.9,6206.73,9510.6,7644.04,3917.14
"9am","115",978.26,804.33,2160.28,1676.42,925.94
"9am","116",7985.31,6326.84,11476.16,12112.79,5138.97
"9am","117",12535.14,13193.14,15633.02,11509.17,3846.49
"9am","118",14839.14,17403.45,16162.71,10357.44,3477.24
"9am","119",25330.46,14870.5,33273.55,35757.12,21050.3
"9am","120",3337.11,1739.6,3311.16,4803.22,4634.23
"9am","121",3389.03,2203,3901.8,5127.48,5196.69
"9am","122",4313.51,1218.52,3308.44,5815.97,5680.05
"9am","123",1073.01,450.15,786.25,526.04,922.52
"9am","124",6619.7,4184.44,3602.84,4054.29,2289.69
"9am","125",833.68,223.34,558.92,924.59,1214.51
"9am","126",398.02,829.16,516.91,861.56,108.34
"9am","127",7344.33,10180.03,10347.5,12597.49,7095.83
"9am","128",11791.02,11286.4,16480.02,12781.08,4778.73
"9am","129",6598.01,5813.8,7506.49,9670.33,4624.65
"9am","130",6206.11,3144.38,7533.62,10216.38,6387.76
"9am","131",7723.57,2480.3,7240.42,11340.46,6173.36
"9am","132",6281.57,3040.99,6921.66,7624.12,3870.78
"9am","133",557.41,306.31,930.07,677.28,411.17
"9am","134",1532.21,534.45,1412.97,2154.6,1269.98
"9am","135",577.01,642.51,588.33,913.93,401.51
"9am","136",7711.85,4838.98,8569.51,8955.99,3644.86
"9am","137",3351.91,1126.31,2950.42,4033.19,2867.77
"9am","138",2675.45,463.63,1770.48,3120.86,2561.07
"9am","139",967.56,245.45,965,1380.45,852.49
"9am","140",2174.72,894.71,2122.76,3126.91,1884.78
"9am","141",178.59,73.34,424.18,420.85,266.95
"9am","301",5042.02,5295.22,6565,7666.05,4388.4
"9am","302",8890.5,6997.21,11756.35,19537.96,10380.72
"9am","303",3628.09,3176.27,5031.33,4174.57,1468.96
"9am","304",3282.99,1903.49,2826.66,5305.06,4584.62
"9am","305",637.43,603.01,987.65,742.44,206.54
"9am","306",2856.34,1544.05,3512.17,4247.41,2104.07
"9am","307",10526.64,6316.5,15915.33,17456.33,6409.44
"9am","308",12181.85,5203.43,13466.35,14677.63,8400.84
"9am","309",6779.89,2346.33,8658.37,12745.52,8411.31
"9am","310",3524.01,1253.04,4337.74,5954.66,4505.95
"9am","401",2447.14,1770.63,4604.55,3970.33,1304.2
"9am","402",4425.57,1815.1,6665.65,5713.69,3173.02
"9am","403",17474.98,10536.52,18696.09,19080.53,8817.87
"9am","404",7739.21,4076.17,9655.71,9921.54,4546.56
"9am","405",5855.62,3052.45,6865.17,7029.09,3562.11
"9am","406",14588.83,10565.35,20608.39,22887.57,10033.54
"9am","407",4203.84,2681.71,5277.8,6275.53,3105.21
"9am","408",3832.32,1601.69,4850.32,4033.46,1694.48
"9am","501",1319.05,894.47,1943.87,1286.88,528.35
"9am","502",1298.85,994.81,1886.07,1563.45,474.89
"9am","511",10025.66,11064.15,20404.4,18706.97,6175.99
"9am","521",3676.67,1204.35,3955.54,4937.19,2805.98
"9am","522",1161,698.18,1699.86,2215.25,879.69
"9am","523",3466.43,2339.86,6043.87,6062.71,2005.92
"9am","524",3515.34,1826.47,4116.74,4360.36,2440.36
"9am","525",710.96,609.36,1032.99,735.83,535.16
"9am","531",3353.88,1701.95,5556.58,5987.89,2922.13
"9am","532",4477.02,2101.7,5221.23,6455.64,3789.76
"9am","533",5935.68,6374.27,9057.24,7821.59,2973.68
"9am","541",863.96,624.62,852.92,928.51,451.98
"9am","542",2710.25,1829.38,3725.94,5134.72,2262.03
"9am","543",2542.61,679.65,2416.99,3276.05,2659.58
"9am","544",4603.98,2936.86,8232.58,8124.67,2943.72
"9am","545",1529.01,972.39,2052.61,2151.92,693.46
"9am","546",7296.59,4718.6,10256.51,8478.75,3485.91
"9am","547",1466.58,1548.55,1358.37,1195.14,346.71
"9am","551",1871.29,1490.97,3067.77,2421.95,912.51
"9am","561",1504.36,1787.46,2218.15,1880.06,811.95
"9am","562",5983.7,6674.53,10578.43,9655.55,2909.32
"9am","563",407.26,504.3,540.13,444.31,192.66
"9am","564",752.36,360.86,950.74,1061.05,514.76
"9am","571",1724.35,1458.39,3714.47,2881.09,1136.4
"9am","572",3471.85,2174.7,5464.42,5409.19,2046.78
"9am","573",4760.04,2773.91,6853.21,7127.45,3538.11
"9am","574",2012.3,910.86,2776.35,3410.63,2211.08
"9am","575",1297.08,755.08,1353.54,1276.17,871.07
"9am","576",1322.45,1399.57,2470.04,2558.25,561.56
"9am","601",1745.87,1694.19,3515.56,2574.13,715.31
"9am","602",8010.57,9803.72,12799.43,11688.95,4163.15
"9am","611",9579.92,5595.11,15944.53,16627.89,6674.48
"9am","612",3694.93,2611.61,6286.96,5926.41,2150.56
"9am","621",2624.81,1632.13,5528.92,6162.28,2792.93
"9am","622",6659.22,3980.98,11581.47,11249.18,4754.24
"9am","623",4304.63,2314.04,8775.22,5767.62,2824.27
"9am","624",2090.72,1344.84,3822.27,2258.53,467.08
"9am","631",5320.09,4567.56,9541.13,9510.3,2787.07
"9am","632",1428.95,1069.06,3070.38,2601.07,1232.56
"9am","633",3560.15,2280.36,5159.34,5137.13,2129.19
"9am","641",3572.49,1812.47,5378.51,5289.42,3208.55
"9am","642",5335.81,3334.68,6913.92,7602.2,3883.63
"9am","643",5090.28,2606.61,7283.69,8889.32,4799.91
"9am","644",3174.36,1508.61,5193.34,6527.6,3792.66
"9am","645",1712.69,1292.17,2964.55,2103.31,745.24
"9am","651",4069.51,3378.65,8371.97,9728.98,4411.35
"9am","661",11224.75,11510.02,18072.63,17886.75,5937.18
"9am","662",734.55,701.56,2029.46,1875.9,415.22
"9am","663",3279.52,2877.1,4933.03,4797.59,1892.94
"9am","671",3842.57,5670.78,8297.85,4679.19,1288.4
"9am","672",1335.98,1551.17,2411.19,1844.47,674.22
"9am","673",1465.29,1687.51,2328.1,1512.74,412.24
"9am","681",4004.74,4180.57,6217.04,4663.07,2053.13
"9am","691",5926.94,3994.77,6382.05,7082.13,3478.95
"10am","101",36313.23,14853.81,39701.4,69691.96,61634.32
"10am","102",23787.76,21236.84,27910.2,42582.31,31437.29
"10am","103",7490.46,10549.88,12724.71,12874.51,6447.73
"10am","104",8553.97,8242.82,9945.71,12475.86,6737.46
"10am","105",22751.1,23980.41,29045.84,33474.97,22632.78
"10am","106",10347.37,14288.37,14991.81,21605.37,12526.24
"10am","107",15694.83,22640.6,21149.31,20735.3,10095.38
"10am","108",21152.28,20875.13,25947.7,30924.78,15490.39
"10am","109",8281.91,11351.76,10025.57,8905.84,3993.76
"10am","110",12246.32,15052.2,16556.33,20809.46,9722.59
"10am","111",8700.26,14237.66,15502.4,16137.88,8985.87
"10am","112",10786.09,13286.26,15506.01,16336.01,6716.2
"10am","113",5643.82,6326.61,9214.44,8391.36,3832.78
"10am","114",6811.41,6037.95,8788.66,7181.54,3685.64
"10am","115",986.81,805.52,2178.23,1823.61,900.9
"10am","116",8237.95,6512.03,11405.77,12779.23,5210.43
"10am","117",12663.6,13292.51,15222.09,11525,4040.74
"10am","118",14696.65,16718.56,15998.89,10408.26,3536.38
"10am","119",25973.45,15222.05,34016.63,36991.67,22241.36
"10am","120",3422.93,1840.63,3510.94,4979.03,4517.2
"10am","121",3071.82,2408.04,4125.02,5041.93,4976.82
"10am","122",4242.08,1465.62,3481.73,6379.99,5422.95
"10am","123",1013.96,459.63,756.59,417.44,780.52
"10am","124",6371.18,4208.43,3289.16,3771.84,2032.59
"10am","125",713.58,196.46,509.27,866.12,1119.85
"10am","126",398.96,820.14,559.68,774.66,108.34
"10am","127",7297.83,9820.08,10150.89,12305.65,6987.77
"10am","128",11983.81,11295.7,16669.58,12616.66,4783.29
"10am","129",6823.99,5917.49,7474.72,9469.98,4738.25
"10am","130",6519.64,3152.59,7608.05,10647.37,6611.38
"10am","131",8034.64,2668.33,7611.67,12211.16,6509.26
"10am","132",5778.4,2993.15,6625.17,6719.05,3490.4
"10am","133",495.84,283.34,921.38,567.07,328.05
"10am","134",1531.07,503.35,1389.56,2013.7,1107.92
"10am","135",482.38,563.3,671.74,975.04,413.64
"10am","136",7027.59,4763.29,7862.89,8473.88,3233.86
"10am","137",3437.82,1102.52,2799.03,4018.55,2892.82
"10am","138",2576.18,523,1752.18,2702.66,2441.82
"10am","139",951.84,243.29,941.06,1421.97,821.06
"10am","140",2259.42,1038.68,2145.55,3651.57,1879.08
"10am","141",226.37,68,477.09,386.77,306.27
"10am","301",5102.91,5647.57,6709.66,7825.38,4513.25
"10am","302",8947.7,6990.26,11750.7,19631.32,10433.72
"10am","303",3553.68,2912.49,4671.28,4108.96,1442.22
"10am","304",3348.28,1848.36,2713.92,5353.39,4448.69
"10am","305",511.11,647.71,995.34,764.66,188.82
"10am","306",2960.72,1542,3716.59,4169.63,2248.71
"10am","307",10789.9,6321.45,15917.22,16490.68,6547.01
"10am","308",11857.71,5297.81,13154.23,14823.02,8488.41
"10am","309",6648.92,2350.85,9136.25,12968.17,8281.3
"10am","310",3587.8,1454.96,4607.27,6489.56,4591.1
"10am","401",2323.38,1722.67,4082.78,3600.56,1263.82
"10am","402",4586.04,2022.78,6601.42,5671.38,3214.45
"10am","403",17748.13,10404.01,19442.79,19413.83,9262.08
"10am","404",7301.12,4105.18,9823.55,9558.21,4340.29
"10am","405",5386.49,2955.83,6487.15,6570.51,3198.17
"10am","406",14383.61,10608.78,20971.06,23199.02,10764.03
"10am","407",4236.72,2501.83,5345.98,6265.27,3090.32
"10am","408",3580.23,1524.48,4226.77,3741.4,1775.63
"10am","501",1330.26,914.41,1993.61,1261.33,465.49
"10am","502",1198.48,973.72,1936.02,1540.41,468.49
"10am","511",10095.81,11109.82,19969.17,18658.81,6161.49
"10am","521",3464.64,1118.44,3825.84,4861.77,2514.08
"10am","522",1269.05,674.65,1580.82,2070.43,747.86
"10am","523",3361.38,2368.5,6226.45,5868.08,2085.12
"10am","524",3402.9,1875.35,4006.89,4204.13,2271.5
"10am","525",609.44,599.65,925.11,666.77,502.76
"10am","531",3143.17,1637.09,5242.19,5731.67,2912.23
"10am","532",4266.47,1961.2,5006.17,6141.64,3753.99
"10am","533",6074.13,6475.3,8962.22,7768.04,2898.66
"10am","541",824.18,626.97,798.61,803.53,258.32
"10am","542",2510.08,1612.99,3503.01,5045.57,2083.98
"10am","543",2364.07,627.39,2437.47,3124.06,2282.54
"10am","544",4615.25,2745.86,8029.93,8212.6,2899.59
"10am","545",1497.51,968.79,1913.14,2057.72,764.52
"10am","546",7114.62,4599.28,9976.8,8510.3,3431.7
"10am","547",1383.15,1540.22,1320.15,1002.88,328.65
"10am","551",1818.53,1486.42,2983.3,2275.09,882.86
"10am","561",1528.07,1752.76,2120.1,1936.61,785.63
"10am","562",6126.89,6715.42,10381.54,9660.32,2797.25
"10am","563",422.41,514.01,541.65,456.27,195.01
"10am","564",687.73,325.64,881.23,1005.64,466.36
"10am","571",1660.72,1317.99,3493.23,2727.44,1025.06
"10am","572",3198.97,2250.44,5510.63,5155.78,1969.86
"10am","573",4777.18,2689.79,6601.81,7044.95,3574.29
"10am","574",1964.69,933.11,2682.09,3225.11,2026.92
"10am","575",1235.44,723.36,1503.29,1311.07,899.8
"10am","576",1202.81,1346.3,2399.87,2288.57,531.83
"10am","601",1719.24,1491.36,3374.75,2452,724.09
"10am","602",7985.54,9726,12787.33,11755.49,4168.07
"10am","611",9493.32,5502.46,16142.46,15937.88,6427.84
"10am","612",3728.14,2453.46,6146.85,5889.61,2107.72
"10am","621",2701.17,1556.66,5233.63,6066.93,2713.8
"10am","622",6516.54,4017.82,11902.68,10930.06,4631.06
"10am","623",4453.74,2358.12,7952.72,5543.09,2683.04
"10am","624",2035.99,1327.38,3700.65,2169.28,478.78
"10am","631",5363.05,4587.64,9559.2,9530.7,2716.13
"10am","632",1423.65,1086.53,2950.12,2470.36,1147.06
"10am","633",3336.26,2269.82,4977.79,4749.81,1833.52
"10am","641",3209.9,1803.45,5290.11,5409.05,3281.68
"10am","642",5460.14,3378.62,7437.64,8128,3900.45
"10am","643",4958.77,2489.26,6785.26,8460.72,4742.96
"10am","644",3320.15,1451.28,5491.52,6685.91,3668.25
"10am","645",1653.9,1228.36,2871.9,2076.44,654.72
"10am","651",4173.71,3236.02,8381.84,9452.51,4449.69
"10am","661",11489.94,11764.93,18261.81,18239.52,6142.84
"10am","662",661.44,589.25,1922.31,1717.19,386.84
"10am","663",3139.32,2912.28,4648.98,4708.33,1759.52
"10am","671",3723.67,5601.54,7894.3,4712.47,1278.24
"10am","672",1281.85,1505.39,2288.32,1783.41,627.11
"10am","673",1442.95,1639.26,2226.03,1508.76,391.79
"10am","681",4030.94,4297.43,6166.97,4659.19,2037.76
"10am","691",5948.77,4049.17,6312.89,6737.86,3383.16
"11am","101",38616.63,16994.88,42165.11,72496.59,63951.83
"11am","102",24673.47,21740.26,29535.29,44298.09,32345.9
"11am","103",7289.98,10317.17,12322.67,12749.31,6590.15
"11am","104",8377.83,8052.74,9791.55,11740.52,6546.06
"11am","105",23367.63,23936.94,29704.93,33960.94,23144.59
"11am","106",10347.44,14196.98,15239.36,21551.92,12246.27
"11am","107",15923.92,22044.15,20342.37,21057.76,9731.2
"11am","108",21642.68,21125.83,26440.38,30762.65,15802.94
"11am","109",8345.35,11077.37,9709.43,8667.66,4062.67
"11am","110",11886.02,14590.43,15893.92,20550.75,9516.19
"11am","111",8521.11,14327.03,15893.81,16445.04,8609.76
"11am","112",11028.46,12866.01,15337.84,16481.13,6517.04
"11am","113",5742.95,6159.83,8924.27,8342.57,3694.11
"11am","114",6514.43,5965.6,8603.52,6914.78,3719.98
"11am","115",972.33,877.44,2148.17,1876.13,986.17
"11am","116",8642.84,7014.3,11894.86,12845.79,5522.39
"11am","117",12237.41,13335.96,15337.04,11112.46,3953.6
"11am","118",14279.67,16689.63,15350.57,10587.54,3767.8
"11am","119",26359.21,15622.29,34603.3,37078.27,22327.11
"11am","120",3324.07,1790.81,3454.64,5219.81,4575.62
"11am","121",3048.14,2450.94,4145.12,5212.15,4655.63
"11am","122",4173.72,1542.03,3476.32,6229.35,5315.37
"11am","123",837.75,509.26,585.12,408.34,625.56
"11am","124",5985.49,4183.14,3132.75,3507.69,1920.56
"11am","125",731.97,144.12,521.31,768.82,1133.21
"11am","126",452.51,669.47,539.65,754.49,86.39
"11am","127",7046.15,9789.67,9652.51,11874.81,6836.37
"11am","128",11981.96,10957.2,16731.24,12536.05,4619.25
"11am","129",6780.32,5949.12,7348.65,9075.19,4685.09
"11am","130",6689.65,3112.49,7893.26,10747.67,6905.45
"11am","131",8110.13,2668.12,8463.77,12847.86,6776.16
"11am","132",5366.01,2931.64,6177.18,6728.63,3130.49
"11am","133",467.29,259.4,705.39,542.98,297.82
"11am","134",1509.48,462.82,1393.34,1884.91,1055.03
"11am","135",541.34,533.17,678.99,1017.93,420.71
"11am","136",6582.89,4740.56,7336.27,7952.46,2987.05
"11am","137",3470.14,1171.34,2903.56,4022.17,2916.63
"11am","138",2377.73,542.19,1736.31,2711.26,2271.07
"11am","139",900.76,243.29,915.39,1346.51,830.34
"11am","140",2437.73,1038.68,2372.82,3963.52,1859.72
"11am","141",207,70.16,468.34,391.4,287.28
"11am","301",5060.41,5260.96,6475.95,7808.05,4420.99
"11am","302",8999.33,6897.42,11697.08,19170.22,10414.6
"11am","303",3232.34,2779.4,4882.19,3971.58,1258.73
"11am","304",3339.43,1831.79,2776.07,5107.58,4200.51
"11am","305",484.09,584.35,925.22,627.33,188.82
"11am","306",3038.34,1702.16,3826.72,4148.78,2185.34
"11am","307",10449.19,6132.72,15535.01,16071.4,6460.97
"11am","308",11667.75,5235.43,13232.18,15038.38,8640.39
"11am","309",6500.02,2509.98,9016.31,13284.42,8186.06
"11am","310",3844.93,1682.12,4995.64,6786.34,4583.33
"11am","401",2198.1,1649.21,3866.57,3389.66,1171.39
"11am","402",4831.07,2106.47,6792.48,5744.76,3101.6
"11am","403",17448.36,10405.03,19744.14,20169.86,9738.96
"11am","404",7106.35,4055.62,9345.41,9299.15,4176.41
"11am","405",5076.75,2883.58,6152.07,6374.85,2897.72
"11am","406",14481.92,10529.61,20867.99,23712.04,10986.01
"11am","407",4053.09,2478.27,5264.68,6085.66,2874.3
"11am","408",3182.32,1355.89,4206.34,3702.99,1680.17
"11am","501",1268.03,961.94,1928.49,1172.47,476.97
"11am","502",1177.69,923.54,1875.88,1449.66,454.76
"11am","511",9875.98,10869.01,19896.03,18427.82,6139.79
"11am","521",3514.69,1035.43,3737.04,4969.26,2460.69
"11am","522",1144.47,597.7,1463.3,2072.53,789.49
"11am","523",3304.01,2437.45,6053.06,5981.31,2119.35
"11am","524",3335.34,1901.03,3962.67,4013.59,2310.86
"11am","525",563.66,576.87,885.45,670.44,533.66
"11am","531",3098.2,1618.11,5226.3,5538.87,2748.97
"11am","532",4203.86,2036.54,4890.04,5927.56,3589.87
"11am","533",6016.9,6297.45,9044.03,7612.14,2823.81
"11am","541",895.04,499.73,751.34,786.02,304.21
"11am","542",2509.45,1607.53,3621.23,5143.08,2074.56
"11am","543",2233.12,742.02,2383.42,3204.99,2118.58
"11am","544",4418.8,2729.21,7911.92,7930.32,2726.18
"11am","545",1465.93,936.38,1922.76,1899.35,755.01
"11am","546",7248.32,4706.24,9898.41,8294.66,3369.23
"11am","547",1374.51,1516.53,1196.87,1061.55,352.11
"11am","551",1801.77,1439.04,2776.74,2284.54,860.27
"11am","561",1496.54,1724.09,2025.68,1878.61,808.76
"11am","562",6312.13,6658.24,10705.22,10006.76,2889.46
"11am","563",415,514.01,504.24,471.08,166.94
"11am","564",659.84,273.86,863.38,974.56,427.64
"11am","571",1522.85,1430.9,3210.47,2582.78,1121.3
"11am","572",3118.62,2189.16,5593.31,4820.85,1948.73
"11am","573",4986.65,2759.27,6748.45,7060.38,3506.67
"11am","574",1908.61,859.65,2334.47,3172,1998.98
"11am","575",1135.75,642.4,1386.22,1313.43,899.8
"11am","576",1138.14,1291.42,2348.16,2138.19,487.59
"11am","601",1664.63,1498.86,3461.83,2352.17,660.17
"11am","602",8049.55,9854.97,12835.48,11781.73,4149.87
"11am","611",9446.77,5534.06,15918.85,15830.31,6213.35
"11am","612",3672.03,2362.21,6196.66,5878.61,2107.38
"11am","621",2724.8,1563.32,5118.06,5892.23,2731.8
"11am","622",6651.75,3900.79,11836.49,11020.73,4548.85
"11am","623",4362.27,2318.68,8177.43,5438.29,2580.86
"11am","624",1985,1284.5,3611.93,2121.64,486.5
"11am","631",5276.94,4350.29,9468.66,9544.83,2754.83
"11am","632",1408.06,1082.34,2851.32,2357.33,1119
"11am","633",3131.89,2319.33,4758.26,4916.59,1752.15
"11am","641",3436.35,1927.48,5358.92,5594.17,3109.65
"11am","642",5279.51,3547.92,7297.72,8258.45,3936.61
"11am","643",4649.64,2373.72,6611.92,8403.69,4554.92
"11am","644",3703.72,1616.13,5674.03,6405.52,3681.98
"11am","645",1599.81,1115.39,2869.41,1951.99,587.44
"11am","651",4117.34,3106.3,8110.79,9204.24,4454.38
"11am","661",11843.3,12148.66,18956.39,18512.74,6139.57
"11am","662",658.88,671.67,1684.6,1638.87,342.48
"11am","663",2987.21,2674.36,4422.45,4294.41,1629.78
"11am","671",3699.47,5559.45,7541.11,4580.31,1149.53
"11am","672",1223.69,1464.16,2263.75,1773.47,620.48
"11am","673",1485.61,1659.81,2195.37,1440.4,432.81
"11am","681",4069.35,4076.16,6184.42,4543.53,1953.86
"11am","691",5840.99,4082.88,6447.2,6625.12,3008.49
"12am","101",39538.23,18812.12,43267.02,74642.62,65420.38
"12am","102",25383.88,21576.79,29815.29,44579.43,32524.77
"12am","103",7375.16,9999.09,12355.25,12569.39,6261.56
"12am","104",8311.67,8074.67,9751.21,11506.53,6580.87
"12am","105",23387.43,23751.32,29370.56,33826.1,22851.91
"12am","106",10673.18,14084.67,15534.78,21898.49,12018.07
"12am","107",15997.48,21960.49,20231.38,20830.28,10051.86
"12am","108",21691.92,20753.23,26185.3,30127.14,15513.72
"12am","109",8133.54,11030.66,9491.49,8542.16,3913.83
"12am","110",11584.54,14559.68,16024.35,20482.95,9212.25
"12am","111",8632.92,13726.13,15780.87,16258.28,8607.29
"12am","112",10700.25,12995.98,15548.62,16784.25,6534.37
"12am","113",5686.7,6276.64,8865.17,8189.55,3598.55
"12am","114",6419.22,5939.44,8684.52,6889.17,3608.26
